22,9,22,2352,99,32,99,2382,15000.570.90.30.8.6.31,4273,4274,4296,4297,0,0//Pegasus
23,9,23,2353,99,33,99,2383,15000.570.90.40.12.6.29,4273,4274,4296,4297,0,0//Unisus
24,10,24,2354,99,34,99,2384,20000.640.105.40.16.6.29,4270,4271,4272,4293,4294,4295//Grifo
25,10,25,2355,99,35,99,2385,20000.600.97.30.20.6.31,4270,4271,4272,4293,4294,4295//Hipogrifo
26,10,26,2356,99,36,99,2386,30000.775.126.65.30.6.35,4270,4271,4272,4293,4294,4295//Grifo_Sangrento
27,6,27,2357,99,37,99,2387,25000.700.60.60.28.6.33,4275,4276,4285,4286,0,0//Svadilfari
28,9,28,2358,99,38,99,2388,25000.350.115.60.28.6.33,4273,4274,4296,4297,0,0//Sleipnir
29,19,29,2359,99,39,99,2389,10000.150.25.0.20.5.30,0,0,0,0,0,0//Pantera_Negra
30,20,30,0,99,0,99,2963,25000.730.170.100.32.6.38,4283,4284,4289,4290,0,0//
31,20,30,0,99,0,99,2963,25000.820.150.80.34.6.38,4283,4284,4289,4290,0,0//
32,21,31,0,99,0,99,2962,25000.730.150.80.32.6.36,4283,4284,4289,4290,0,0//
100,0,0,0,0,0,0,3980,7000.35.7.0.0.6.20,0,0,0,0,0,0//Shire(3dias)
101,0,0,0,0,0,0,3981,7000.350.55.10.28.6.25,0,0,0,0,0,0//Thoroughbred(3dias)
102,0,0,0,0,0,0,3982,7000.450.55.0.0.6.30,0,0,0,0,0,0//Klazedale(3dias)
103,0,0,0,0,0,0,3983,7000.35.7.0.0.6.20,0,0,0,0,0,0//Shire(15dias)
104,0,0,0,0,0,0,3984,7000.450.72.10.28.6.25,0,0,0,0,0,0//Thoroughbred(15dias)
105,0,0,0,0,0,0,3985,7000.140.24.0.0.6.30,0,0,0,0,0,0//Klazedale(15dias)
106,0,0,0,0,0,0,3986,7000.120.16.0.0.6.20,0,0,0,0,0,0//Shire(30dias)
107,0,0,0,0,0,0,3987,7000.450.72.10.28.6.25,0,0,0,0,0,0//Thoroughbred(30dias)
108,0,0,0,0,0,0,3988,7000.450.72.0.0.6.30,0,0,0,0,0,0//Klazedale(30dias)
109,0,0,0,0,0,0,3989,7000.325.35.16.28.6.30,0,0,0,0,0,0//Gullfaxi(30dias)
110,0,0,0,0,0,0,3990,7000.1460.220.60.32.6.35,0,0,0,0,0,0//Tigre_de_Fogo
111,0,0,0,0,0,0,3991,7000.250.25.0.31.6.35,0,0,0,0,0,0//Dragão_Vermelho
112,0,0,0,0,0,0,3992,7000.80.15.0.31.6.35,0,0,0,0,0,0//Dragão_Menor
113,0,0,0,0,0,0,3993,7000.1800.270.70.32.6.60,0,0,0,0,0,0//Dragão_Akelo
114,0,0,0,0,0,0,3994,7000.1800.270.70.32.6.60,0,0,0,0,0,0//Dragão_Hekalo
115,0,0,0,0,0,0,3995,7000.580.85.40.28.6.27,0,0,0,0,0,0//
116,0,0,0,0,0,0,3996,7000.580.85.40.28.6.27,0,0,0,0,0,0//
117,0,0,0,0,0,0,3997,7000.700.102.50.32.6.27,0,0,0,0,0,0//
118,0,0,0,0,0,0,3998,7000.800.135.40.24.6.31,0,0,0,0,0,0//
119,0,0,0,0,0,0,3999,7000.500.85.80.0.6.33,0,0,0,0,0,0//
121,0,0,0,0,0,0,3979,7000.1630.240.60.32.6.35,0,0,0,0,0,0//
